"rt","url","trial_type","trial_index","time_elapsed","internal_node_id","assignmentID","mturkID","hitID","view_history","stimulus","key_press","state","test_part","correct_response","order_block","order_chunk","order_freq","correct","bonus","responses"
"null","","html-keyboard-response","1349","1268564","0.0-1349.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1350","1268766","0.0-1350.0","","","","","","null","","","","","","","","",""
"75","","image-keyboard-response","1351","1268842","0.0-1351.0","","","","","img/set3/S4.jpg","68","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1352","1269196","0.0-1352.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1353","1269398","0.0-1353.0","","","","","","null","","","","","","","","",""
"30","","image-keyboard-response","1354","1269432","0.0-1354.0","","","","","img/set3/S3.jpg","68","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1355","1269785","0.0-1355.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1356","1269987","0.0-1356.0","","","","","","null","","","","","","","","",""
"22","","image-keyboard-response","1357","1270010","0.0-1357.0","","","","","img/set3/S3.jpg","68","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1358","1270364","0.0-1358.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1359","1270566","0.0-1359.0","","","","","","null","","","","","","","","",""
"427","","image-keyboard-response","1360","1270994","0.0-1360.0","","","","","img/set3/S3.jpg","68","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1361","1271347","0.0-1361.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1362","1271549","0.0-1362.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1363","1274052","0.0-1363.0","","","","","img/set3/S1.jpg","null","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1364","1274405","0.0-1364.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1365","1274607","0.0-1365.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1366","1277110","0.0-1366.0","","","","","img/set3/S2.jpg","null","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1367","1277462","0.0-1367.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1368","1277664","0.0-1368.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1369","1280167","0.0-1369.0","","","","","img/set3/S4.jpg","null","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1370","1280520","0.0-1370.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1371","1280722","0.0-1371.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1372","1283225","0.0-1372.0","","","","","img/set3/S4.jpg","null","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1373","1283579","0.0-1373.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1374","1283781","0.0-1374.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1375","1286284","0.0-1375.0","","","","","img/set3/S4.jpg","null","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1376","1286638","0.0-1376.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1377","1286839","0.0-1377.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1378","1289342","0.0-1378.0","","","","","img/set3/S4.jpg","null","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1379","1289694","0.0-1379.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1380","1289896","0.0-1380.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1381","1292399","0.0-1381.0","","","","","img/set3/S3.jpg","null","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1382","1292757","0.0-1382.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1383","1292959","0.0-1383.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1384","1295462","0.0-1384.0","","","","","img/set3/S3.jpg","null","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1385","1295814","0.0-1385.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1386","1296017","0.0-1386.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1387","1298518","0.0-1387.0","","","","","img/set3/S3.jpg","null","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1388","1298872","0.0-1388.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1389","1299074","0.0-1389.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1390","1301577","0.0-1390.0","","","","","img/set3/S3.jpg","null","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1391","1301930","0.0-1391.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1392","1302132","0.0-1392.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1393","1304635","0.0-1393.0","","","","","img/set3/S1.jpg","null","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1394","1304988","0.0-1394.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1395","1305191","0.0-1395.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1396","1307693","0.0-1396.0","","","","","img/set3/S2.jpg","null","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1397","1308051","0.0-1397.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1398","1308254","0.0-1398.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1399","1310757","0.0-1399.0","","","","","img/set3/S1.jpg","null","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1400","1311110","0.0-1400.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1401","1311313","0.0-1401.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1402","1313815","0.0-1402.0","","","","","img/set3/S2.jpg","null","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1403","1314169","0.0-1403.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1404","1314371","0.0-1404.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1405","1316874","0.0-1405.0","","","","","img/set3/S3.jpg","null","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1406","1317227","0.0-1406.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1407","1317429","0.0-1407.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1408","1319932","0.0-1408.0","","","","","img/set3/S3.jpg","null","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1409","1320285","0.0-1409.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1410","1320487","0.0-1410.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1411","1322990","0.0-1411.0","","","","","img/set3/S4.jpg","null","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1412","1323343","0.0-1412.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1413","1323545","0.0-1413.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1414","1326048","0.0-1414.0","","","","","img/set3/S4.jpg","null","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1415","1326404","0.0-1415.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1416","1326607","0.0-1416.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1417","1329109","0.0-1417.0","","","","","img/set3/S3.jpg","null","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1418","1329462","0.0-1418.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1419","1329665","0.0-1419.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1420","1332167","0.0-1420.0","","","","","img/set3/S1.jpg","null","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1421","1332521","0.0-1421.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1422","1332722","0.0-1422.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1423","1335225","0.0-1423.0","","","","","img/set3/S2.jpg","null","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1424","1335578","0.0-1424.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1425","1335781","0.0-1425.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1426","1338283","0.0-1426.0","","","","","img/set3/S1.jpg","null","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1427","1338636","0.0-1427.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1428","1338838","0.0-1428.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1429","1341341","0.0-1429.0","","","","","img/set3/S3.jpg","null","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1430","1341693","0.0-1430.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1431","1341895","0.0-1431.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1432","1344397","0.0-1432.0","","","","","img/set3/S4.jpg","null","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1433","1344754","0.0-1433.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1434","1344957","0.0-1434.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1435","1347459","0.0-1435.0","","","","","img/set3/S4.jpg","null","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1436","1347812","0.0-1436.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1437","1348014","0.0-1437.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1438","1350516","0.0-1438.0","","","","","img/set3/S1.jpg","null","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1439","1350871","0.0-1439.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1440","1351073","0.0-1440.0","","","","","","null","","","","","","","","",""
"null","","image-keyboard-response","1441","1353576","0.0-1441.0","","","","","img/set3/S2.jpg","null","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1442","1353929","0.0-1442.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1443","1354132","0.0-1443.0","","","","","","null","","","","","","","","",""
"68","","image-keyboard-response","1444","1354202","0.0-1444.0","","","","","img/set3/S1.jpg","72","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1445","1354555","0.0-1445.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1446","1354757","0.0-1446.0","","","","","","null","","","","","","","","",""
"12.00000000023283","","image-keyboard-response","1447","1354770","0.0-1447.0","","","","","img/set3/S2.jpg","72","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1448","1355122","0.0-1448.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1449","1355329","0.0-1449.0","","","","","","null","","","","","","","","",""
"24","","image-keyboard-response","1450","1355354","0.0-1450.0","","","","","img/set3/S2.jpg","74","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1451","1355708","0.0-1451.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1452","1355910","0.0-1452.0","","","","","","null","","","","","","","","",""
"27","","image-keyboard-response","1453","1355938","0.0-1453.0","","","","","img/set3/S4.jpg","83","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1454","1356291","0.0-1454.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1455","1356493","0.0-1455.0","","","","","","null","","","","","","","","",""
"3","","image-keyboard-response","1456","1356498","0.0-1456.0","","","","","img/set3/S4.jpg","72","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1457","1356851","0.0-1457.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1458","1357054","0.0-1458.0","","","","","","null","","","","","","","","",""
"55","","image-keyboard-response","1459","1357110","0.0-1459.0","","","","","img/set3/S2.jpg","83","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1460","1357462","0.0-1460.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1461","1357665","0.0-1461.0","","","","","","null","","","","","","","","",""
"128","","image-keyboard-response","1462","1357794","0.0-1462.0","","","","","img/set3/S3.jpg","83","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1463","1358147","0.0-1463.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1464","1358349","0.0-1464.0","","","","","","null","","","","","","","","",""
"3","","image-keyboard-response","1465","1358354","0.0-1465.0","","","","","img/set3/S4.jpg","74","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1466","1358707","0.0-1466.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1467","1358909","0.0-1467.0","","","","","","null","","","","","","","","",""
"108","","image-keyboard-response","1468","1359018","0.0-1468.0","","","","","img/set3/S1.jpg","74","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1469","1359372","0.0-1469.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1470","1359574","0.0-1470.0","","","","","","null","","","","","","","","",""
"39","","image-keyboard-response","1471","1359614","0.0-1471.0","","","","","img/set3/S2.jpg","83","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1472","1359967","0.0-1472.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1473","1360169","0.0-1473.0","","","","","","null","","","","","","","","",""
"22","","image-keyboard-response","1474","1360192","0.0-1474.0","","","","","img/set3/S4.jpg","74","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1475","1360545","0.0-1475.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1476","1360748","0.0-1476.0","","","","","","null","","","","","","","","",""
"109","","image-keyboard-response","1477","1360858","0.0-1477.0","","","","","img/set3/S2.jpg","74","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1478","1361212","0.0-1478.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1479","1361418","0.0-1479.0","","","","","","null","","","","","","","","",""
"215","","image-keyboard-response","1480","1361635","0.0-1480.0","","","","","img/set3/S4.jpg","74","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1481","1361988","0.0-1481.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1482","1362191","0.0-1482.0","","","","","","null","","","","","","","","",""
"58","","image-keyboard-response","1483","1362250","0.0-1483.0","","","","","img/set3/S1.jpg","83","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1484","1362604","0.0-1484.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1485","1362805","0.0-1485.0","","","","","","null","","","","","","","","",""
"4","","image-keyboard-response","1486","1362810","0.0-1486.0","","","","","img/set3/S2.jpg","74","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1487","1363163","0.0-1487.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1488","1363365","0.0-1488.0","","","","","","null","","","","","","","","",""
"2.9999999997671694","","image-keyboard-response","1489","1363370","0.0-1489.0","","","","","img/set3/S4.jpg","83","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1490","1363723","0.0-1490.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1491","1363926","0.0-1491.0","","","","","","null","","","","","","","","",""
"107","","image-keyboard-response","1492","1364034","0.0-1492.0","","","","","img/set3/S1.jpg","83","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1493","1364386","0.0-1493.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1494","1364588","0.0-1494.0","","","","","","null","","","","","","","","",""
"53","","image-keyboard-response","1495","1364643","0.0-1495.0","","","","","img/set3/S2.jpg","74","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1496","1364995","0.0-1496.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1497","1365198","0.0-1497.0","","","","","","null","","","","","","","","",""
"123","","image-keyboard-response","1498","1365322","0.0-1498.0","","","","","img/set3/S4.jpg","74","4","structured_incentive","74","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1499","1365675","0.0-1499.0","","","","","<img src=""img/set3/S4.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1500","1365878","0.0-1500.0","","","","","","null","","","","","","","","",""
"155","","image-keyboard-response","1501","1366034","0.0-1501.0","","","","","img/set3/S2.jpg","74","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1502","1366388","0.0-1502.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1503","1366593","0.0-1503.0","","","","","","null","","","","","","","","",""
"96","","image-keyboard-response","1504","1366690","0.0-1504.0","","","","","img/set3/S1.jpg","83","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1505","1367044","0.0-1505.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1506","1367246","0.0-1506.0","","","","","","null","","","","","","","","",""
"11","","image-keyboard-response","1507","1367258","0.0-1507.0","","","","","img/set3/S2.jpg","74","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1508","1367611","0.0-1508.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1509","1367813","0.0-1509.0","","","","","","null","","","","","","","","",""
"12","","image-keyboard-response","1510","1367826","0.0-1510.0","","","","","img/set3/S1.jpg","74","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1511","1368178","0.0-1511.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1512","1368381","0.0-1512.0","","","","","","null","","","","","","","","",""
"27","","image-keyboard-response","1513","1368410","0.0-1513.0","","","","","img/set3/S3.jpg","83","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1514","1368763","0.0-1514.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1515","1368965","0.0-1515.0","","","","","","null","","","","","","","","",""
"84","","image-keyboard-response","1516","1369050","0.0-1516.0","","","","","img/set3/S1.jpg","83","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1517","1369403","0.0-1517.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1518","1369605","0.0-1518.0","","","","","","null","","","","","","","","",""
"36","","image-keyboard-response","1519","1369642","0.0-1519.0","","","","","img/set3/S2.jpg","74","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1520","1369994","0.0-1520.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1521","1370200","0.0-1521.0","","","","","","null","","","","","","","","",""
"121","","image-keyboard-response","1522","1370322","0.0-1522.0","","","","","img/set3/S1.jpg","83","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1523","1370676","0.0-1523.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1524","1370879","0.0-1524.0","","","","","","null","","","","","","","","",""
"10","","image-keyboard-response","1525","1370890","0.0-1525.0","","","","","img/set3/S2.jpg","83","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1526","1371244","0.0-1526.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1527","1371446","0.0-1527.0","","","","","","null","","","","","","","","",""
"315","","image-keyboard-response","1528","1371762","0.0-1528.0","","","","","img/set3/S3.jpg","83","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1529","1372115","0.0-1529.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1530","1372318","0.0-1530.0","","","","","","null","","","","","","","","",""
"98","","image-keyboard-response","1531","1372418","0.0-1531.0","","","","","img/set3/S1.jpg","83","1","structured_incentive","83","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","true","",""
"null","","html-keyboard-response","1532","1372771","0.0-1532.0","","","","","<img src=""img/set3/S1.jpg"" width=""540"" height = ""360"" style=""border:16px solid orange"">","null","","","","","","","","",""
"null","","html-keyboard-response","1533","1372974","0.0-1533.0","","","","","","null","","","","","","","","",""
"99","","image-keyboard-response","1534","1373074","0.0-1534.0","","","","","img/set3/S2.jpg","83","2","structured_incentive","68","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1535","1373427","0.0-1535.0","","","","","<img src=""img/set3/S2.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
"null","","html-keyboard-response","1536","1373630","0.0-1536.0","","","","","","null","","","","","","","","",""
"41","","image-keyboard-response","1537","1373673","0.0-1537.0","","","","","img/set3/S3.jpg","83","3","structured_incentive","72","random,structured_normal,structured_incentive","2,3,1,2","2,1,4,3","false","",""
"null","","html-keyboard-response","1538","1374026","0.0-1538.0","","","","","<img src=""img/set3/S3.jpg"" width=""540"" height = ""360"">","null","","","","","","","","",""
